537850[10471] 537888[12462] -1 -2  SUtility:22933
791682[941] -1 650592[837] 821015[418] 821302[9420] 821305[4184] 826617[627] -1 -2  SUtility:16427
510453[21677] -1 -2  SUtility:21677
684093[1046] -1 -2  SUtility:1046
687685[2512] -1 -2  SUtility:2512
829321[732] -1 -2  SUtility:732
821290[1046] -1 -2  SUtility:1046
842575[1862] -1 -2  SUtility:1862
826608[939] -1 -2  SUtility:939
821307[198] 821339[1046] 827013[1570] -1 -2  SUtility:2814
839313[4188] 839999[407] -1 -2  SUtility:4595
523700[626] 602472[4184] 705155[1168] 839791[2190] -1 -2  SUtility:8168
821309[6282] -1 -2  SUtility:6282
507331[3141] -1 -2  SUtility:3141
706102[627] 829321[732] 839600[523] -1 -2  SUtility:1882
840762[29217] -1 -2  SUtility:29217
748300[2092] -1 -2  SUtility:2092
829079[8376] -1 -2  SUtility:8376
826912[1046] 828987[313] -1 -2  SUtility:1359
826705[2092] -1 -2  SUtility:2092
691679[994] 842450[1568] 844038[2072] -1 -2  SUtility:4634
718210[2303] -1 -2  SUtility:2303
717003[7851] -1 -2  SUtility:7851
551917[3556] -1 -2  SUtility:3556
684115[2617] -1 827009[1046] -1 -2  SUtility:3663
558192[732] 571188[208] 821401[732] 826908[837] 828987[313] -1 -2  SUtility:2822
753507[523] -1 -2  SUtility:523
760113[1665] -1 -2  SUtility:1665
827030[1046] -1 -2  SUtility:1046
680369[5235] -1 -2  SUtility:5235
748304[2092] 753505[1151] -1 -2  SUtility:3243
819376[449] -1 554585[523] 828987[313] -1 -2  SUtility:1285
691557[732] 691587[1308] 843453[1988] -1 -2  SUtility:4028
602804[2092] -1 -2  SUtility:2092
717273[6282] 717275[4188] -1 -2  SUtility:10470
819685[3140] -1 -2  SUtility:3140
841640[7328] -1 -2  SUtility:7328
821302[3140] 821305[6276] 821309[3141] -1 -2  SUtility:12557
630042[3664] -1 -2  SUtility:3664
821307[396] 821339[1046] -1 -2  SUtility:1442
714880[10471] 821017[1046] -1 -2  SUtility:11517
744427[1778] 757512[2092] 821015[836] 826612[523] 826615[732] -1 -2  SUtility:5961
700876[3874] -1 -2  SUtility:3874
829312[6282] -1 -2  SUtility:6282
709702[941] -1 -2  SUtility:941
826619[732] 826934[1046] -1 -2  SUtility:1778
821277[2092] 821290[4184] -1 -2  SUtility:6276
820400[449] 826615[732] 826621[1046] 826998[837] -1 -2  SUtility:3064
554967[523] 820842[1046] -1 554967[523] 820842[1046] -1 554967[523] 820842[1046] -1 -2  SUtility:4707
554637[680] 606792[2092] 606972[1570] 821015[418] 832557[2092] 832559[2092] -1 -2  SUtility:8944
551607[627] 827009[1046] -1 -2  SUtility:1673
829330[1674] -1 -2  SUtility:1674
827009[1046] -1 -2  SUtility:1046
821339[2092] 821341[33504] 844357[396] -1 -2  SUtility:35992
826705[2092] -1 -2  SUtility:2092
712126[1360] -1 -2  SUtility:1360
827013[1570] -1 -2  SUtility:1570
826829[1360] 826891[3138] -1 -2  SUtility:4498
839313[4188] -1 -2  SUtility:4188
826801[523] 826912[523] 828987[313] -1 -2  SUtility:1359
717410[941] 738457[1046] 826998[837] -1 -2  SUtility:2824
838368[4395] -1 -2  SUtility:4395
840777[1988] 843432[2072] -1 842577[931] -1 -2  SUtility:4991
668590[1570] 717807[1570] -1 -2  SUtility:3140
714762[2092] 738457[2092] -1 -2  SUtility:4184
586690[837] 630042[3874] -1 -2  SUtility:4711
821305[10460] -1 -2  SUtility:10460
821026[10471] 821028[4188] -1 821026[10471] 821028[4188] -1 -2  SUtility:29318
696164[2092] 740107[941] 765055[833] 765076[833] 821037[837] -1 -2  SUtility:5536
826889[4184] -1 -2  SUtility:4184
821290[1046] 821292[627] -1 821277[3138] 821292[1254] -1 -2  SUtility:6065
837485[627] 838831[1778] -1 -2  SUtility:2405
826705[2092] -1 -2  SUtility:2092
534196[5759] -1 534196[5759] -1 -2  SUtility:11518
716907[626] 717524[2092] -1 -2  SUtility:2718
539845[26075] -1 -2  SUtility:26075
839313[4188] -1 839313[4188] -1 -2  SUtility:8376
716928[4606] -1 -2  SUtility:4606
826810[2092] -1 -2  SUtility:2092
821277[6276] -1 -2  SUtility:6276
547507[6177] -1 -2  SUtility:6177
821309[9423] -1 -2  SUtility:9423
821305[10460] -1 -2  SUtility:10460
517880[8795] 712242[627] 717412[941] 738460[1046] 744599[1883] 827032[837] -1 -2  SUtility:14129
753513[784] -1 -2  SUtility:784
716643[3664] 821011[2617] -1 716643[3664] 821011[2617] -1 -2  SUtility:12562
586743[837] 716967[10470] 821401[732] 826904[732] 826955[2720] 828980[627] -1 -2  SUtility:16118
716120[575] 748295[2303] -1 -2  SUtility:2878
821302[3140] 821305[4184] -1 -2  SUtility:7324
826889[1046] -1 -2  SUtility:1046
712235[10471] -1 -2  SUtility:10471
838263[21468] -1 -2  SUtility:21468
744775[837] 821307[198] 826925[837] 827000[418] 827005[627] -1 -2  SUtility:2917
559730[732] 753507[523] 837442[523] 837487[837] 837490[523] 839997[814] -1 -2  SUtility:3952
820844[2092] -1 -2  SUtility:2092
674457[3664] 829317[4188] -1 -2  SUtility:7852
580377[2617] -1 -2  SUtility:2617
842416[837] 842433[889] 842577[931] -1 -2  SUtility:2657
582391[9424] 738447[5549] -1 -2  SUtility:14973
821313[3766] -1 586610[627] 612721[1570] -1 -2  SUtility:5963
821277[2092] -1 -2  SUtility:2092
820195[1570] -1 -2  SUtility:1570
674772[2930] -1 -2  SUtility:2930
539341[2408] 706169[5549] -1 -2  SUtility:7957
838503[18745] -1 -2  SUtility:18745
821315[5235] -1 -2  SUtility:5235
510854[11414] -1 -2  SUtility:11414
684093[1046] -1 -2  SUtility:1046
829310[4188] -1 -2  SUtility:4188
838612[18745] -1 -2  SUtility:18745
717867[1778] -1 -2  SUtility:1778
748291[2303] -1 -2  SUtility:2303
714794[732] -1 -2  SUtility:732
827009[1046] -1 -2  SUtility:1046
821305[12552] -1 821309[3141] -1 -2  SUtility:15693
821026[10471] -1 -2  SUtility:10471
674752[4188] -1 -2  SUtility:4188
612738[627] 684845[418] 820387[1046] 821307[198] 826619[732] -1 -2  SUtility:3021
826912[523] 826925[837] 827000[418] -1 -2  SUtility:1778
537944[2617] -1 -2  SUtility:2617
574137[19792] -1 -2  SUtility:19792
640017[1046] 821401[732] 826872[523] -1 -2  SUtility:2301
821341[12564] -1 -2  SUtility:12564
554714[626] -1 -2  SUtility:626
717003[5234] -1 -2  SUtility:5234
838100[5759] -1 -2  SUtility:5759
826837[1254] 826876[2926] 826908[837] -1 -2  SUtility:5017
545240[71105] -1 -2  SUtility:71105
536221[9424] -1 -2  SUtility:9424
690110[1360] -1 534907[1778] 717562[1046] 718117[1360] 827026[1046] -1 -2  SUtility:6590
829310[4188] -1 -2  SUtility:4188
584808[11414] -1 584808[11414] -1 -2  SUtility:22828
826615[732] 826621[1046] -1 -2  SUtility:1778
680712[1570] 820400[418] 826619[732] -1 -2  SUtility:2720
709645[1778] -1 -2  SUtility:1778
821302[4710] 821305[2092] -1 -2  SUtility:6802
839313[4188] -1 -2  SUtility:4188
821313[3766] 821341[8376] -1 -2  SUtility:12142
613743[9424] -1 -2  SUtility:9424
829310[4188] -1 -2  SUtility:4188
508942[29217] -1 -2  SUtility:29217
821388[1570] -1 -2  SUtility:1570
658885[5234] -1 -2  SUtility:5234
718203[1360] -1 -2  SUtility:1360
743495[1046] 819721[1046] -1 -2  SUtility:2092
587028[7328] -1 -2  SUtility:7328
600569[5759] -1 -2  SUtility:5759
820842[5230] -1 -2  SUtility:5230
716932[16752] -1 -2  SUtility:16752
643722[12462] -1 -2  SUtility:12462
553936[6282] 680369[10470] 680371[8375] 827005[627] 839386[837] -1 -2  SUtility:26591
551930[1570] -1 -2  SUtility:1570
672963[15603] -1 -2  SUtility:15603
711280[554] 712124[680] -1 -2  SUtility:1234
839313[4188] -1 -2  SUtility:4188
580293[2303] -1 -2  SUtility:2303
641902[2617] -1 -2  SUtility:2617
821339[1046] -1 -2  SUtility:1046
821011[2617] -1 -2  SUtility:2617
587028[7328] -1 -2  SUtility:7328
601197[20839] -1 601197[20839] -1 601197[20839] -1 -2  SUtility:62517
821290[4184] -1 821292[1881] -1 -2  SUtility:6065
539105[10471] 612760[2092] 645320[10471] -1 -2  SUtility:23034
537967[14556] -1 -2  SUtility:14556
826608[313] -1 826816[1674] -1 -2  SUtility:1987
584939[5234] 587611[8376] -1 -2  SUtility:13610
556477[627] 557270[2720] -1 -2  SUtility:3347
585397[4188] 826897[5235] -1 -2  SUtility:9423
685784[15603] -1 -2  SUtility:15603
819599[732] 826612[523] 826615[732] 826617[627] -1 -2  SUtility:2614
711312[8370] 711438[13600] -1 711312[8370] 711438[13600] -1 -2  SUtility:43940
549997[5130] -1 -2  SUtility:5130
691390[1988] 821313[9415] -1 -2  SUtility:11403
821302[4710] 821305[2092] 821339[523] -1 -2  SUtility:7325
584939[10468] -1 -2  SUtility:10468
684093[1046] -1 -2  SUtility:1046
744775[889] 819376[449] 826615[732] 827026[1046] -1 -2  SUtility:3116
840762[29217] -1 -2  SUtility:29217
685795[1046] 820257[837] -1 -2  SUtility:1883
709807[7328] 712126[680] 753661[1360] -1 -2  SUtility:9368
819685[1570] -1 -2  SUtility:1570
820201[3141] -1 820201[3141] -1 -2  SUtility:6282
539238[4188] -1 -2  SUtility:4188
714790[2303] 716710[2303] 826925[837] 827005[627] 827007[837] 827026[1046] 828987[313] 834865[523] -1 -2  SUtility:8789
601197[20839] -1 -2  SUtility:20839
551855[418] 829741[15700] -1 -2  SUtility:16118
840483[3348] -1 -2  SUtility:3348
508942[29217] -1 -2  SUtility:29217
601197[20839] -1 601197[20839] -1 -2  SUtility:41678
748300[2303] 753507[575] -1 -2  SUtility:2878
577495[2300] 600637[1044] -1 -2  SUtility:3344
826925[837] 827005[627] 827007[837] 828987[313] -1 -2  SUtility:2614
821307[594] 821309[6282] 827013[1570] -1 -2  SUtility:8446
596455[14556] -1 -2  SUtility:14556
684513[10471] -1 -2  SUtility:10471
827009[1046] -1 -2  SUtility:1046
821305[8368] -1 -2  SUtility:8368
839373[26075] -1 -2  SUtility:26075
819547[418] 826837[627] 826908[837] 827020[4188] -1 -2  SUtility:6070
628923[25028] -1 -2  SUtility:25028
582515[7328] -1 -2  SUtility:7328
711307[523] 826615[1464] 826619[732] -1 -2  SUtility:2719
706216[2722] -1 -2  SUtility:2722
600607[3756] 602493[4564] -1 -2  SUtility:8320
819760[627] 819762[627] 821272[418] 827020[4188] -1 -2  SUtility:5860
587028[7328] -1 587028[7328] -1 -2  SUtility:14656
826705[2092] 826897[5235] -1 -2  SUtility:7327
709690[1465] 820195[1570] -1 -2  SUtility:3035
713885[15080] -1 -2  SUtility:15080
821307[792] 821309[3141] 837442[523] -1 -2  SUtility:4456
827009[1046] -1 -2  SUtility:1046
706432[8376] -1 -2  SUtility:8376
821277[2092] 826889[1046] 839313[4188] 839999[407] -1 -2  SUtility:7733
577750[30264] 613863[5549] -1 -2  SUtility:35813
553855[941] -1 -2  SUtility:941
821285[2092] -1 -2  SUtility:2092
826608[313] 826705[2092] 835940[5235] -1 -2  SUtility:7640
629015[8481] -1 -2  SUtility:8481
725508[837] -1 555378[418] 559848[1674] 579545[941] 718315[1570] 744260[1046] -1 -2  SUtility:6486
533026[2092] 551630[9423] -1 -2  SUtility:11515
826803[8376] -1 -2  SUtility:8376
602605[8375] -1 -2  SUtility:8375
530457[6282] 844090[1041] 844094[2500] -1 -2  SUtility:9823
821315[10470] -1 -2  SUtility:10470
826998[837] -1 -2  SUtility:837
826837[627] 826872[523] -1 -2  SUtility:1150
668590[1570] -1 -2  SUtility:1570
819376[449] -1 -2  SUtility:449
705736[1988] -1 705736[1988] -1 -2  SUtility:3976
530729[14032] -1 -2  SUtility:14032
717528[10470] -1 -2  SUtility:10470
819490[5235] -1 819490[5235] -1 -2  SUtility:10470
716986[9212] -1 -2  SUtility:9212
748295[2303] -1 674752[4188] -1 674752[4188] 748295[2303] -1 674752[8376] 748295[4606] -1 -2  SUtility:25964
820267[41783] -1 -2  SUtility:41783
821315[10470] -1 -2  SUtility:10470
584939[15702] -1 -2  SUtility:15702
832657[8376] -1 -2  SUtility:8376
819586[5652] -1 -2  SUtility:5652
839313[4188] -1 -2  SUtility:4188
819627[1674] 826893[1254] -1 -2  SUtility:2928
551890[13506] -1 -2  SUtility:13506
832670[38642] -1 -2  SUtility:38642
800270[1465] 819530[1151] -1 -2  SUtility:2616
641967[1570] -1 -2  SUtility:1570
827011[3141] -1 -2  SUtility:3141
826837[1254] -1 -2  SUtility:1254
840959[3036] -1 -2  SUtility:3036
668590[1570] 718210[2303] 827009[1046] -1 -2  SUtility:4919
586610[2508] 821339[1046] -1 -2  SUtility:3554
668590[1570] -1 -2  SUtility:1570
842450[1568] -1 -2  SUtility:1568
829312[6282] -1 -2  SUtility:6282
820233[1570] 820261[4397] -1 -2  SUtility:5967
827020[4188] -1 -2  SUtility:4188
515845[5235] -1 -2  SUtility:5235
820458[523] 829321[732] 839600[523] -1 -2  SUtility:1778
821305[6276] 821339[523] -1 -2  SUtility:6799
819376[449] -1 -2  SUtility:449
559799[5235] -1 -2  SUtility:5235
644729[4711] -1 -2  SUtility:4711
744530[6276] -1 -2  SUtility:6276
821307[792] -1 -2  SUtility:792
828987[626] -1 -2  SUtility:626
826876[1254] 826908[837] -1 -2  SUtility:2091
587028[7328] -1 -2  SUtility:7328
571932[3350] 705115[6282] -1 -2  SUtility:9632
561558[3664] -1 551815[732] 684663[837] -1 -2  SUtility:5233
601197[20839] -1 601197[20839] -1 -2  SUtility:41678
537496[20839] 717331[3664] -1 -2  SUtility:24503
821401[732] 826872[1046] -1 -2  SUtility:1778
532771[2092] 552935[1046] 561674[208] 577518[1360] 676070[2826] 676079[2092] -1 -2  SUtility:9624
821305[6276] -1 -2  SUtility:6276
821341[4188] -1 -2  SUtility:4188
684093[1046] -1 -2  SUtility:1046
609436[19792] -1 -2  SUtility:19792
602605[8375] -1 -2  SUtility:8375
540597[2512] 774685[2826] -1 540597[2512] 774685[2826] -1 -2  SUtility:10676
534704[9424] -1 -2  SUtility:9424
681597[5235] -1 -2  SUtility:5235
691345[5334] 839107[2364] 842568[1308] 843912[2478] -1 -2  SUtility:11484
826829[2720] 826889[1046] 826893[627] -1 -2  SUtility:4393
644560[6282] -1 -2  SUtility:6282
748297[3350] -1 -2  SUtility:3350
717085[1256] 718387[1360] 743495[1046] -1 -2  SUtility:3662
821302[3140] 821305[10460] -1 -2  SUtility:13600
535675[4188] -1 -2  SUtility:4188
709807[7328] 715096[7328] 717723[4188] -1 -2  SUtility:18844
836793[6177] -1 -2  SUtility:6177
687685[3768] -1 -2  SUtility:3768
560065[5549] -1 -2  SUtility:5549
832557[2092] -1 -2  SUtility:2092
684372[12985] -1 -2  SUtility:12985
826615[732] 826619[732] -1 -2  SUtility:1464
820192[1570] 837442[523] 838831[1778] -1 -2  SUtility:3871
685867[708] 839718[832] -1 -2  SUtility:1540
828987[313] -1 840899[1203] -1 -2  SUtility:1516
821307[1188] 838831[1778] -1 -2  SUtility:2966
681091[1465] 826876[418] 826925[837] 827026[1046] 828987[313] -1 -2  SUtility:4079
536326[18745] 835773[52255] -1 -2  SUtility:71000
821307[792] 821339[523] -1 -2  SUtility:1315
601040[4711] 601042[3141] -1 -2  SUtility:7852
581489[8375] -1 -2  SUtility:8375
551926[4710] -1 -2  SUtility:4710
837487[837] -1 826872[523] -1 -2  SUtility:1360
826705[2092] 842476[1465] -1 -2  SUtility:3557
821305[12552] 821339[2615] -1 821302[1570] -1 -2  SUtility:16737
638482[136031] -1 -2  SUtility:136031
716932[11518] -1 -2  SUtility:11518
716688[15603] -1 -2  SUtility:15603
821401[732] -1 -2  SUtility:732
835649[3978] -1 -2  SUtility:3978
753507[523] 826625[732] 837485[627] 837487[837] 838831[1778] -1 -2  SUtility:4497
821305[8368] -1 -2  SUtility:8368
690847[1674] 828987[626] -1 -2  SUtility:2300
826803[8376] -1 -2  SUtility:8376
744775[837] 820392[627] 820400[418] -1 -2  SUtility:1882
821277[6276] 833800[31311] -1 -2  SUtility:37587
574137[19792] -1 -2  SUtility:19792
536984[4711] 587560[5759] 826608[313] -1 -2  SUtility:10783
826874[2092] -1 -2  SUtility:2092
716932[8376] -1 -2  SUtility:8376
827009[1046] -1 827009[1046] -1 -2  SUtility:2092
821277[2092] -1 -2  SUtility:2092
821313[5649] 826908[837] -1 -2  SUtility:6486
609185[20839] -1 -2  SUtility:20839
537967[14556] 587060[1674] 828995[523] -1 -2  SUtility:16753
821305[4184] -1 -2  SUtility:4184
826998[837] -1 -2  SUtility:837
584939[20936] -1 -2  SUtility:20936
840762[29217] -1 -2  SUtility:29217
819387[1046] -1 -2  SUtility:1046
840757[21886] -1 -2  SUtility:21886
581489[8375] 718255[1882] -1 -2  SUtility:10257
840412[2617] -1 -2  SUtility:2617
587028[7328] -1 -2  SUtility:7328
508244[4992] -1 -2  SUtility:4992
691396[1883] -1 691396[1883] -1 -2  SUtility:3766
612721[1570] 821305[8368] -1 -2  SUtility:9938
584907[9422] -1 -2  SUtility:9422
697737[2302] -1 -2  SUtility:2302
540406[4188] -1 -2  SUtility:4188
554510[2303] 669856[5759] -1 -2  SUtility:8062
829004[6282] 829362[523] 834991[1046] -1 -2  SUtility:7851
709970[2092] -1 -2  SUtility:2092
748300[2092] -1 -2  SUtility:2092
827009[1046] 827011[3141] 827013[1570] -1 -2  SUtility:5757
821315[26175] -1 -2  SUtility:26175
636310[2092] 636318[2617] 639352[5130] 698013[3193] -1 -2  SUtility:13032
711087[1360] 835000[10471] -1 -2  SUtility:11831
707810[7328] -1 -2  SUtility:7328
691426[1570] 829360[523] 838379[1566] 840811[1559] -1 -2  SUtility:5218
744775[837] 837485[627] -1 -2  SUtility:1464
842577[931] -1 -2  SUtility:931
684093[1046] -1 -2  SUtility:1046
696560[3556] -1 -2  SUtility:3556
774685[2826] -1 774685[2826] -1 -2  SUtility:5652
827024[941] -1 -2  SUtility:941
696434[31311] -1 -2  SUtility:31311
821313[3766] -1 -2  SUtility:3766
507492[313] 832368[533] -1 -2  SUtility:846
821277[6276] 829085[4188] -1 -2  SUtility:10464
829257[3141] -1 -2  SUtility:3141
826705[2092] -1 -2  SUtility:2092
821305[20920] -1 -2  SUtility:20920
584939[10468] -1 -2  SUtility:10468
517880[8795] -1 -2  SUtility:8795
523700[939] 639207[1725] -1 523700[939] 639207[1725] -1 523700[939] 639207[1725] -1 516768[1570] 523700[313] 639207[575] -1 -2  SUtility:10450
537417[2092] -1 -2  SUtility:2092
717498[2092] 748257[1674] 820385[732] 826625[732] -1 674427[1360] 717397[1151] -1 -2  SUtility:7741
716982[5234] -1 -2  SUtility:5234
840762[29217] -1 -2  SUtility:29217
819389[1151] 821369[2092] -1 -2  SUtility:3243
712544[3766] -1 -2  SUtility:3766
716971[2198] 826700[418] -1 -2  SUtility:2616
508942[29217] -1 -2  SUtility:29217
684513[10471] 842452[994] 843470[1308] -1 684513[10471] 842452[994] 843470[1308] -1 -2  SUtility:25546
712544[2617] -1 -2  SUtility:2617
716206[837] 820255[3978] 826876[418] -1 -2  SUtility:5233
826705[4184] -1 -2  SUtility:4184
820201[3141] -1 -2  SUtility:3141
716015[4188] 827028[5235] -1 -2  SUtility:9423
685760[11414] -1 826608[313] 836915[4188] -1 -2  SUtility:15915
702905[1046] -1 -2  SUtility:1046
545917[1046] 827020[4188] -1 -2  SUtility:5234
821290[6276] 826705[2092] 826829[5440] 826891[4184] -1 -2  SUtility:17992
551665[31311] -1 -2  SUtility:31311
684717[4184] 711074[4184] 711312[1674] -1 684717[4184] 711074[4184] 711312[1674] -1 -2  SUtility:20084
835120[13509] -1 -2  SUtility:13509
512416[11414] -1 -2  SUtility:11414
832559[2092] -1 -2  SUtility:2092
839791[6570] -1 -2  SUtility:6570
534704[9424] -1 -2  SUtility:9424
829737[1360] 839313[4188] 839997[407] -1 -2  SUtility:5955
821290[1046] 826615[732] 827009[1046] -1 821277[5230] -1 -2  SUtility:8054
577490[837] -1 -2  SUtility:837
718201[2617] -1 -2  SUtility:2617
842427[994] 842465[1203] 842467[994] -1 842427[994] 842465[1203] 842467[994] -1 -2  SUtility:6382
820201[3141] -1 -2  SUtility:3141
821315[10470] 821341[12564] -1 -2  SUtility:23034
811752[4184] 811756[837] 819438[523] 819685[1570] 836210[3036] -1 -2  SUtility:10150
582387[22934] 691471[12240] -1 -2  SUtility:35174
711509[3141] -1 -2  SUtility:3141
642277[3141] -1 -2  SUtility:3141
748291[2092] 748304[2092] -1 -2  SUtility:4184
649730[1752] 705352[1248] 839718[1248] -1 -2  SUtility:4248
535621[10470] -1 -2  SUtility:10470
832364[533] 832368[533] 832477[167] 832482[270] 832484[270] 832490[270] 832492[198] 832499[198] 832501[62] 832522[104] -1 -2  SUtility:2605
684029[5026] -1 -2  SUtility:5026
821277[4184] -1 -2  SUtility:4184
508942[29217] -1 508942[29217] -1 -2  SUtility:58434
832559[2092] -1 -2  SUtility:2092
829310[8376] -1 -2  SUtility:8376
826608[313] 826700[1672] 826801[523] -1 -2  SUtility:2508
698446[313] 699213[2092] 837483[523] 840775[1674] -1 698446[313] 699213[2092] 837483[523] 840775[1674] -1 -2  SUtility:9204
717003[13085] -1 -2  SUtility:13085
712107[15603] -1 -2  SUtility:15603
821302[3140] -1 -2  SUtility:3140
536577[1570] 684327[837] -1 -2  SUtility:2407
717003[11934] -1 -2  SUtility:11934
821277[4184] 821290[2092] -1 -2  SUtility:6276
587317[837] 820392[680] 828980[627] 832780[1046] -1 -2  SUtility:3190
516768[18840] 516790[26784] -1 -2  SUtility:45624
684513[10471] 827009[1046] 827013[1570] -1 -2  SUtility:13087
826705[2092] -1 -2  SUtility:2092
540127[1254] 826608[939] 826705[2092] -1 540127[1254] 826608[939] 826705[2092] -1 540127[1254] 826608[939] 826705[2092] -1 -2  SUtility:12855
710159[3141] -1 -2  SUtility:3141
612706[19892] -1 -2  SUtility:19892
684093[1046] -1 -2  SUtility:1046
826829[1360] 826891[1046] -1 -2  SUtility:2406
821302[4710] -1 -2  SUtility:4710
820252[6282] -1 -2  SUtility:6282
687642[1674] -1 -2  SUtility:1674
564247[2617] -1 -2  SUtility:2617
839313[4188] -1 -2  SUtility:4188
684513[10471] -1 -2  SUtility:10471
840483[1674] -1 -2  SUtility:1674
535621[5235] -1 -2  SUtility:5235
554382[6282] 629330[5759] -1 -2  SUtility:12041
820441[2508] -1 -2  SUtility:2508
826927[1569] -1 -2  SUtility:1569
827013[1570] -1 -2  SUtility:1570
717003[7851] -1 -2  SUtility:7851
580302[5549] -1 -2  SUtility:5549
838572[2617] -1 -2  SUtility:2617
602605[8375] -1 -2  SUtility:8375
