850743[1989] -1 -2  SUtility:1989
510445[8377] -1 -2  SUtility:8377
853454[1884] -1 -2  SUtility:1884
839313[4188] 844002[2072] -1 -2  SUtility:6260
1[18] -1 3[2] -1 10[8] -1 16[35] -1 24[10] -1 29[24] -1 34[35] -1 36[20] -1 39[18] -1 45[63] -1 52[10] -1 56[36] -1 61[30] -1 66[20] -1 70[2] -1 77[40] -1 85[16] -1 86[6] -1 90[4] -1 95[8] -1 101[18] -1 111[8] -1 114[24] -2 SUtility:455
696532[1360] 854146[1465] 858850[1046] -1 -2  SUtility:3871
851279[13509] -1 -2  SUtility:13509
829085[8376] -1 -2  SUtility:8376
 1[2] -1 6[15] -1 -2  SUtility:17
 12339[6] -1 12483[6] -1 18707[48] -1 -2  SUtility:60
828959[2617] -1 -2  SUtility:2617
819627[3348] -1 -2  SUtility:3348
 1[18] -1 -2  SUtility:18
717616[3664] 826833[1465] 835025[2617] 842733[3664] 848692[1151] 849070[2303] -1 -2  SUtility:14864
717007[4816] -1 717007[4816] -1 -2  SUtility:9632
 12731[12] -1 -2  SUtility:12
829004[6282] -1 -2  SUtility:6282
 12703[8] -1 -2  SUtility:8
 12655[24] -1 -2  SUtility:24
 1[10] -1 -2  SUtility:10
854707[15603] -1 -2  SUtility:15603
844400[889] 853147[313] 853154[313] 853381[313] -1 -2  SUtility:1828
743367[1989] 758176[2613] 851281[418] 853722[836] 853730[1570] 860680[2613] -1 -2  SUtility:10039
 34913[56] -1 -2  SUtility:56
516790[10044] 517450[8160] -1 -2  SUtility:18204
853100[3348] 864880[1046] -1 832315[313] 854774[6282] -1 -2  SUtility:10989
 12467[12] -1 12687[4] -1 12807[7] -1 -2  SUtility:23
 33469[3] -1 -2  SUtility:3
 12651[21] -1 12663[9] -1 -2  SUtility:30
821373[3141] -1 -2  SUtility:3141
829387[627] 833755[1046] 834877[732] -1 -2  SUtility:2405
550627[1570] 551836[627] 551842[418] 652462[3764] -1 -2  SUtility:6379
851150[3141] 851294[624] -1 851150[3141] 851294[624] -1 -2  SUtility:7530
819599[732] -1 -2  SUtility:732
854729[4711] -1 -2  SUtility:4711
853454[1884] -1 -2  SUtility:1884
853396[2093] -1 -2  SUtility:2093
696432[21886] -1 -2  SUtility:21886
716930[15705] -1 -2  SUtility:15705
829312[6282] -1 -2  SUtility:6282
853767[1046] -1 -2  SUtility:1046
 10303[3] -1 10307[4] -1 10861[10] -1 32197[2] -1 32201[45] -1 32209[12] -1 -2  SUtility:76
846391[2302] -1 -2  SUtility:2302
540033[9214] -1 -2  SUtility:9214
839997[794] 839999[397] 840001[794] 861498[3664] -1 -2  SUtility:5649
851133[523] 851150[3141] 851294[1248] -1 -2  SUtility:4912
 6[35] -1 -2  SUtility:35
 12855[16] -1 -2  SUtility:16
820773[982] 850949[1360] -1 -2  SUtility:2342
853996[837] -1 -2  SUtility:837
829747[20839] -1 -2  SUtility:20839
 12483[5] -1 12487[4] -1 12875[28] -1 30311[20] -1 32213[18] -1 -2  SUtility:75
829822[5549] -1 -2  SUtility:5549
832154[1674] 839590[1151] -1 -2  SUtility:2825
578159[1878] 600847[418] 635504[208] 845935[523] -1 -2  SUtility:3027
853248[837] 853420[2092] 853428[418] -1 700000[9424] 711307[1046] 831955[837] 850945[732] 853422[418] 853465[752] -1 -2  SUtility:16556
 12755[24] -1 -2  SUtility:24
 10315[2] -1 -2  SUtility:2
826589[837] 826610[732] 834880[732] -1 826589[837] 826610[732] 833755[1046] 834880[732] -1 -2  SUtility:5648
537490[2303] -1 -2  SUtility:2303
 33449[15] -1 33469[12] -1 -2  SUtility:27
 18499[18] -1 -2  SUtility:18
849312[1989] -1 844347[1046] 850310[732] 851013[418] 851581[1046] 853092[1046] -1 -2  SUtility:6277
850362[627] -1 -2  SUtility:627
852987[1046] 853263[1046] -1 -2  SUtility:2092
850947[1046] 853321[12564] 853420[2092] -1 -2  SUtility:15702
743341[1360] -1 -2  SUtility:1360
828997[2092] 829362[523] 834991[1046] -1 -2  SUtility:3661
 6[35] -1 55[10] -1 3[9] -1 64[18] -1 -2  SUtility:72
229[1] -1 26[8] -1 146[3] -1 17[10] -1 4148[15] -1 553[4] -1 265[5] -1 218[10] -1 266[2] -1 14[16] -1 492[12] -1 1025[2] -1 4011[5] -1 29[6] -1 92[2] -1 3569[6] -1 161[8] -1 54[5] -1 347[6] -1 1382[2] -1 18[5] -1 40[2] -1 3826[2] -1 -2  SUtility:137
850413[6282] -1 -2  SUtility:6282
844394[11724] -1 -2  SUtility:11724
820235[1254] -1 -2  SUtility:1254
718220[2092] -1 -2  SUtility:2092
 12679[5] -1 -2  SUtility:5
853100[1674] 853102[1360] -1 -2  SUtility:3034
854358[1360] -1 567215[941] 850739[313] 854600[939] -1 -2  SUtility:3553
545932[16650] 580304[1674] -1 545932[33300] 580304[3348] -1 -2  SUtility:54972
853321[6282] -1 -2  SUtility:6282
712126[680] 744427[1778] 826610[732] 834877[732] 835021[523] -1 -2  SUtility:4445
853420[4184] -1 -2  SUtility:4184
677450[8900] 677452[8900] -1 -2  SUtility:17800
 6[5] -1 3940[2] -1 1566[3] -1 -2  SUtility:10
696841[1674] 828989[5235] -1 -2  SUtility:6909
 12631[5] -1 -2  SUtility:5
696470[1046] 716971[5334] -1 -2  SUtility:6380
 6[15] -1 3[6] -1 -2  SUtility:21
821277[2092] 821290[9414] 821292[1254] -1 821285[2092] -1 -2  SUtility:14852
846067[1151] 851581[1046] -1 -2  SUtility:2197
 35213[14] -1 -2  SUtility:14
 987[7] -1 40[6] -1 665[50] -1 6[10] -1 55[50] -1 294[7] -1 64[12] -1 148[10] -1 458[27] -1 73[9] -1 -2  SUtility:188
536435[4188] 684018[2092] -1 -2  SUtility:6280
 34897[9] -1 -2  SUtility:9
696560[1778] -1 -2  SUtility:1778
844439[4186] -1 -2  SUtility:4186
821332[3141] -1 -2  SUtility:3141
859139[20839] -1 -2  SUtility:20839
14[6] -1 632[4] -1 26[4] -1 3881[10] -1 52[4] -1 8[2] -1 5054[4] -1 186[8] -1 18[4] -1 347[4] -1 3831[4] -1 29[5] -1 592[12] -1 52[5] -1 27[10] -1 8[18] -1 152[12] -1 186[12] -1 -2  SUtility:128
 33449[3] -1 -2  SUtility:3
820383[4188] -1 820383[4188] -1 -2  SUtility:8376
854174[1570] -1 -2  SUtility:1570
 18663[10] -1 -2  SUtility:10
851189[1873] -1 -2  SUtility:1873
 12567[3] -1 -2  SUtility:3
643747[1692] 843502[2092] 843871[1024] -1 -2  SUtility:4808
820392[680] 820400[449] 820402[449] -1 -2  SUtility:1578
839313[4188] -1 -2  SUtility:4188
853698[837] 853702[523] 853707[2093] -1 853713[837] 853730[1570] -1 -2  SUtility:5860
821315[5235] -1 -2  SUtility:5235
 12621[6] -1 -2  SUtility:6
 10331[12] -1 12755[72] -1 12827[10] -1 12895[6] -1 33437[36] -1 -2  SUtility:136
821410[627] 826610[732] -1 -2  SUtility:1359
820233[1570] 826610[732] 829366[1360] 834880[732] -1 -2  SUtility:4394
826627[1046] 826955[2720] -1 -2  SUtility:3766
821277[6276] 821285[4184] -1 -2  SUtility:10460
 6[5] -1 -2  SUtility:5
821373[3141] -1 821373[3141] -1 821373[3141] -1 821373[3141] -1 -2  SUtility:12564
848315[2303] -1 -2  SUtility:2303
853100[3348] -1 848658[1046] 854838[941] -1 -2  SUtility:5335
1[16] -1 6[48] -1 9[3] -1 17[14] -1 24[10] -1 29[28] -1 34[20] -1 36[12] -1 38[6] -1 48[5] -1 53[10] -1 58[8] -1 61[50] -1 63[18] -1 69[5] -1 77[30] -1 85[16] -1 86[3] -1 90[10] -1 94[42] -1 102[30] -1 110[50] -1 116[16] -2 SUtility:450
684115[2617] -1 685795[1046] 854343[2617] -1 -2  SUtility:6280
716977[8793] 716982[3978] 716990[4711] -1 -2  SUtility:17482
827009[1046] -1 -2  SUtility:1046
 32213[60] -1 -2  SUtility:60
845962[994] -1 -2  SUtility:994
853852[313] -1 509527[518] 851317[1151] 855629[204] -1 -2  SUtility:2186
 12531[8] -1 12695[30] -1 33437[40] -1 -2  SUtility:78
832557[2092] -1 -2  SUtility:2092
680371[9424] 853396[2093] -1 680371[9424] 853396[2093] -1 -2  SUtility:23034
1[3] -1 1[6] -1 1[2] -1 388[1] -1 145[3] -1 18[2] -1 174[1] -1 3283[9] -1 21[1] -1 4438[3] -1 4439[4] -1 29[2] -1 17[3] -1 71[2] -1 53[2] -1 219[5] -1 4440[3] -1 71[2] -1 40[4] -1 278[3] -1 219[2] -1 1103[3] -1 216[10] -1 414[10] -1 -2  SUtility:86
535621[5235] -1 -2  SUtility:5235
717003[5234] -1 -2  SUtility:5234
830817[941] -1 -2  SUtility:941
718160[2303] 854879[732] -1 -2  SUtility:3035
853730[1570] -1 -2  SUtility:1570
 32213[54] -1 -2  SUtility:54
857765[1570] -1 -2  SUtility:1570
851279[20839] 857830[13509] -1 851279[20839] 857830[13509] -1 -2  SUtility:68696
554510[2303] -1 -2  SUtility:2303
587309[4711] -1 -2  SUtility:4711
854774[6282] -1 -2  SUtility:6282
859240[18745] -1 859242[19792] -1 -2  SUtility:38537
851159[837] 851290[837] -1 851129[523] -1 -2  SUtility:2197
840091[1151] -1 -2  SUtility:1151
684115[2617] -1 -2  SUtility:2617
684942[313] 851131[627] 851163[627] -1 748336[732] 851592[313] -1 -2  SUtility:2612
680356[7643] -1 680356[7643] -1 680356[7643] -1 -2  SUtility:22929
567215[941] 567329[837] -1 -2  SUtility:1778
748312[2303] 819781[1570] 832559[2092] -1 -2  SUtility:5965
853096[5235] -1 -2  SUtility:5235
 12659[80] -1 -2  SUtility:80
821277[4184] 821292[2508] 826801[523] -1 -2  SUtility:7215
744775[889] -1 744775[889] -1 -2  SUtility:1778
850282[1151] -1 -2  SUtility:1151
 12807[1] -1 12907[2] -1 -2  SUtility:3
553762[2303] -1 -2  SUtility:2303
826610[1464] -1 587266[2092] 820392[680] 829387[627] 829392[3348] 834877[732] -1 -2  SUtility:8943
684942[313] 716581[627] 716671[418] 716714[523] 716746[523] 851097[1046] 851131[627] 851163[627] 851165[941] 851579[418] 851592[313] -1 -2  SUtility:6376
537967[14556] -1 -2  SUtility:14556
553810[1046] 743367[1988] -1 -2  SUtility:3034
826612[523] 826615[732] -1 -2  SUtility:1255
839114[4705] -1 -2  SUtility:4705
854300[732] 854547[1360] 854579[313] -1 -2  SUtility:2405
 18551[35] -1 18555[8] -1 18563[10] -1 18743[30] -1 18747[24] -1 18751[12] -1 18755[45] -1 18759[3] -1 18763[5] -1 18767[18] -1 -2  SUtility:190
717867[8890] -1 -2  SUtility:8890
829006[7851] -1 -2  SUtility:7851
834877[732] 834880[732] 835047[1778] -1 -2  SUtility:3242
687845[1046] -1 854583[1256] -1 -2  SUtility:2302
845962[994] 853075[1256] 853090[4188] 853107[1465] 853128[1674] 853165[1046] 853248[837] -1 -2  SUtility:11460
853132[523] 853135[418] 853210[836] 853222[1046] 853225[627] -1 -2  SUtility:3450
704182[18848] 826987[13192] -1 -2  SUtility:32040
853214[7329] -1 -2  SUtility:7329
687845[3138] 851135[3453] -1 -2  SUtility:6591
 10295[20] -1 -2  SUtility:20
 10335[10] -1 -2  SUtility:10
 12603[56] -1 12621[18] -1 18811[21] -1 18815[1] -1 -2  SUtility:96
851279[22934] -1 -2  SUtility:22934
 33449[6] -1 -2  SUtility:6
587317[837] 828985[1046] -1 -2  SUtility:1883
540597[2093] -1 -2  SUtility:2093
829006[5234] -1 -2  SUtility:5234
854774[6282] 854804[1570] -1 -2  SUtility:7852
 273[7] -1 -2  SUtility:7
 20807[7] -1 -2  SUtility:7
850947[1046] 853325[8376] 853342[4186] 853420[2092] -1 -2  SUtility:15700
821332[3141] 821407[732] -1 -2  SUtility:3873
 12811[30] -1 -2  SUtility:30
844441[4188] -1 -2  SUtility:4188
103[1] -1 197[1] -1 214[3] -1 212[15] -1 23[2] -1 2672[4] -1 1941[20] -1 39[1] -1 29[12] -1 18[8] -1 174[8] -1 197[4] -1 17[6] -1 212[2] -1 414[8] -1 103[2] -1 4193[8] -1 117[5] -1 19[2] -1 214[3] -1 122[5] -1 319[4] -1 824[9] -1 14[6] -1 4677[5] -1 306[1] -1 3[4] -1 122[10] -1 319[3] -1 792[6] -1 14[4] -1 6019[8] -1 3[10] -1 8[3] -1 6020[1] -1 18[9] -1 122[4] -1 319[3] -1 2757[2] -1 -2  SUtility:212
853100[1674] 853102[4080] 854785[1464] -1 -2  SUtility:7218
834989[10471] -1 -2  SUtility:10471
1[2] -1 3[3] -1 10[20] -1 14[18] -1 24[8] -1 29[4] -1 34[25] -1 36[14] -1 39[21] -1 43[14] -1 52[2] -1 56[48] -1 61[25] -1 66[10] -1 69[7] -1 80[12] -1 85[14] -1 86[8] -1 90[6] -1 95[20] -1 101[14] -1 110[5] -1 114[18] -2 SUtility:318
829747[20839] -1 -2  SUtility:20839
826814[2930] 834875[1046] -1 -2  SUtility:3976
710062[1884] 845982[449] -1 -2  SUtility:2333
640351[1674] 678104[1674] 705117[523] 820938[4186] 849747[2302] 852190[1570] -1 -2  SUtility:11929
551930[1570] -1 -2  SUtility:1570
 33469[9] -1 -2  SUtility:9
857204[9424] -1 -2  SUtility:9424
853321[6282] -1 -2  SUtility:6282
1[16] -1 3[2] -1 9[10] -1 15[8] -1 23[25] -1 29[4] -1 34[15] -1 36[18] -1 39[24] -1 44[5] -1 53[18] -1 56[6] -1 59[6] -1 63[30] -1 67[9] -1 76[4] -1 85[4] -1 86[9] -1 90[8] -1 93[21] -1 101[2] -1 107[36] -1 113[9] -2 SUtility:289
 12679[15] -1 12683[8] -1 -2  SUtility:23
587611[16752] -1 821277[6276] -1 -2  SUtility:23028
840421[2408] -1 -2  SUtility:2408
853214[7329] -1 -2  SUtility:7329
584821[3664] 716930[6177] 748282[626] -1 -2  SUtility:10467
820441[627] 821277[3138] -1 839997[1221] -1 -2  SUtility:4986
826627[1046] 826835[3348] -1 -2  SUtility:4394
557497[1151] -1 -2  SUtility:1151
853102[2720] 854785[1464] 854787[523] 854840[523] -1 -2  SUtility:5230
310[2] -1 632[2] -1 27[6] -1 8[3] -1 4980[2] -1 52[3] -1 7771[2] -1 6199[2] -1 307[15] -1 976[10] -1 807[10] -1 140[4] -1 8[6] -1 7772[8] -1 274[6] -1 323[2] -1 -2  SUtility:83
853192[2093] -1 -2  SUtility:2093
853102[2720] -1 854785[1464] 854840[523] -1 -2  SUtility:4707
548525[2617] 829100[1464] 838957[7328] -1 -2  SUtility:11409
821313[3766] -1 -2  SUtility:3766
849350[1046] -1 -2  SUtility:1046
 32213[36] -1 -2  SUtility:36
557223[627] -1 821397[1046] -1 -2  SUtility:1673
850765[2303] 852987[1151] -1 845879[680] -1 -2  SUtility:4134
854356[624] 854894[1046] 857260[3138] 857268[1360] 857562[627] 857570[1360] -1 -2  SUtility:8155
583287[13509] -1 -2  SUtility:13509
1[20] -1 3[3] -1 9[10] -1 13[45] -1 24[14] -1 31[24] -1 34[35] -1 36[12] -1 38[6] -1 48[2] -1 53[12] -1 58[2] -1 59[7] -1 63[12] -1 69[2] -1 77[40] -1 85[8] -1 86[6] -1 90[9] -1 94[6] -1 102[6] -1 110[45] -1 119[15] -2 SUtility:341
836830[1360] -1 -2  SUtility:1360
853282[4188] -1 -2  SUtility:4188
551695[5024] -1 -2  SUtility:5024
821015[418] 826876[418] -1 -2  SUtility:836
850949[2720] 853154[626] -1 -2  SUtility:3346
821315[10470] -1 -2  SUtility:10470
573612[5235] -1 -2  SUtility:5235
 12663[9] -1 -2  SUtility:9
850758[1674] 853244[732] -1 -2  SUtility:2406
828961[2722] -1 -2  SUtility:2722
 11[7] -1 1[14] -1 1486[1] -1 -2  SUtility:22
826610[2196] 834880[732] -1 -2  SUtility:2928
853420[2092] -1 -2  SUtility:2092
712237[7853] 743515[7853] -1 -2  SUtility:15706
852978[2617] -1 -2  SUtility:2617
820227[2303] 829085[4188] -1 -2  SUtility:6491
684093[1046] -1 -2  SUtility:1046
 18883[36] -1 -2  SUtility:36
852980[732] 853077[7328] 853195[1569] 853233[1569] -1 -2  SUtility:11198
581489[8375] -1 -2  SUtility:8375
819357[2092] -1 -2  SUtility:2092
717063[1674] -1 -2  SUtility:1674
840760[26075] -1 -2  SUtility:26075
 12515[27] -1 -2  SUtility:27
764373[932] 821770[1356] -1 -2  SUtility:2288
678104[7329] -1 -2  SUtility:7329
853128[1674] 853263[1046] -1 -2  SUtility:2720
854774[6282] -1 -2  SUtility:6282
690847[837] -1 690779[1465] 820803[1046] 829100[1464] -1 -2  SUtility:4812
691229[812] 691486[1256] 853259[418] -1 -2  SUtility:2486
540655[6282] 580814[1256] -1 -2  SUtility:7538
 12895[16] -1 -2  SUtility:16
516085[1884] -1 -2  SUtility:1884
594678[8900] -1 -2  SUtility:8900
819547[418] 832557[2092] -1 -2  SUtility:2510
839911[6596] -1 -2  SUtility:6596
846393[1674] 853102[2720] 854785[2928] 854840[523] -1 -2  SUtility:7845
 33445[12] -1 33449[24] -1 -2  SUtility:36
718203[1360] -1 -2  SUtility:1360
 10303[6] -1 -2  SUtility:6
835437[15603] -1 -2  SUtility:15603
684093[1046] -1 -2  SUtility:1046
712544[2617] -1 712544[2617] -1 712544[2617] -1 -2  SUtility:7851
853364[2511] -1 -2  SUtility:2511
 12691[2] -1 -2  SUtility:2
 18619[8] -1 20807[7] -1 -2  SUtility:15
820233[1570] -1 -2  SUtility:1570
839611[9424] 853261[3455] -1 -2  SUtility:12879
 19[18] -1 3[4] -1 574[9] -1 -2  SUtility:31
843470[2616] -1 -2  SUtility:2616
827020[4188] -1 -2  SUtility:4188
602802[1046] 829321[732] -1 -2  SUtility:1778
14[3] -1 29[5] -1 96[25] -1 197[4] -1 7148[32] -1 1630[5] -1 33[4] -1 6835[1] -1 75[5] -1 11[6] -1 2352[12] -1 103[2] -1 8[25] -1 126[8] -1 6835[4] -1 1769[8] -1 175[12] -1 538[4] -1 8[4] -1 11[1] -1 18[4] -1 7150[15] -1 -2  SUtility:189
835000[9424] -1 -2  SUtility:9424
848380[418] 849012[2303] 849284[889] 851232[523] 851290[889] -1 -2  SUtility:5022
853102[2720] 854840[523] 864880[1046] -1 -2  SUtility:4289
829880[1151] 850949[1360] -1 -2  SUtility:2511
 12355[7] -1 12783[15] -1 12895[6] -1 18863[32] -1 -2  SUtility:60
850947[1046] 853420[2092] 853422[836] -1 -2  SUtility:3974
716928[2617] -1 517880[8375] 743821[627] -1 -2  SUtility:11619
859094[1360] -1 -2  SUtility:1360
850947[1046] 853420[3138] -1 -2  SUtility:4184
 12663[2] -1 -2  SUtility:2
829366[1360] 834880[732] -1 -2  SUtility:2092
718207[4397] -1 -2  SUtility:4397
700002[27224] -1 -2  SUtility:27224
 33449[24] -1 -2  SUtility:24
853730[1570] 854118[2720] -1 -2  SUtility:4290
 275[20] -1 -2  SUtility:20
821377[6282] 853092[837] 853147[208] 853154[208] 854782[941] 854787[523] -1 -2  SUtility:8999
388[9] -1 126[4] -1 438[3] -1 71[5] -1 290[6] -1 3944[6] -1 976[4] -1 3[5] -1 5061[3] -1 -2  SUtility:45
 12355[8] -1 12431[4] -1 -2  SUtility:12
847255[4606] 854495[627] 854549[523] -1 -2  SUtility:5756
835000[18848] -1 835000[18848] -1 -2  SUtility:37696
 12703[10] -1 -2  SUtility:10
859139[20839] -1 -2  SUtility:20839
857260[1046] 857268[1360] 857547[627] -1 -2  SUtility:3033
 12831[3] -1 -2  SUtility:3
851135[2092] -1 -2  SUtility:2092
853327[4397] -1 -2  SUtility:4397
 12431[4] -1 -2  SUtility:4
 69[4] -1 11[5] -1 638[24] -1 6[20] -1 378[4] -1 83[1] -1 3[3] -1 -2  SUtility:61
644740[2092] -1 -2  SUtility:2092
696434[31311] -1 -2  SUtility:31311
546087[1150] 546091[836] 575298[4188] 854212[4080] 854311[627] -1 -2  SUtility:10881
508287[1046] -1 -2  SUtility:1046
834877[732] 834880[732] -1 -2  SUtility:1464
 12419[30] -1 -2  SUtility:30
 18475[6] -1 -2  SUtility:6
685049[313] 851161[627] 851748[627] 851750[627] 853135[418] 853182[941] 853210[418] 853225[627] 853237[523] 853242[418] -1 853188[837] 853195[523] 853227[523] 853233[523] -1 -2  SUtility:7945
853767[1046] -1 -2  SUtility:1046
 12819[5] -1 -2  SUtility:5
850372[4392] 853246[313] -1 -2  SUtility:4705
 11[9] -1 1[18] -1 218[18] -1 6[5] -1 2950[2] -1 255[12] -1 2951[15] -1 2952[64] -1 2953[15] -1 2954[3] -1 248[10] -1 1532[3] -1 273[6] -1 3[6] -1 737[7] -1 148[16] -1 2145[3] -1 678[5] -1 -2  SUtility:217
553702[18745] -1 -2  SUtility:18745
 10311[10] -1 12875[8] -1 34893[4] -1 -2  SUtility:22
 32213[42] -1 -2  SUtility:42
848999[2093] 854785[732] -1 -2  SUtility:2825
552106[2826] 854080[1884] 854551[1570] -1 -2  SUtility:6280
552378[1570] -1 680512[3141] -1 -2  SUtility:4711
840762[29217] -1 -2  SUtility:29217
684942[313] 716746[1569] 851097[1046] 851131[627] 851163[627] 851165[941] -1 -2  SUtility:5123
 33449[21] -1 33469[15] -1 -2  SUtility:36
712237[23559] 850947[523] 853147[313] 853325[4188] 853381[313] 853767[1046] -1 -2  SUtility:29942
550548[6282] -1 -2  SUtility:6282
1[4] -1 3[7] -1 11[30] -1 14[16] -1 24[4] -1 29[24] -1 34[20] -1 36[6] -1 39[6] -1 42[4] -1 52[7] -1 56[36] -1 61[15] -1 66[5] -1 69[1] -1 77[30] -1 85[4] -1 86[2] -1 90[4] -1 95[12] -1 101[12] -1 110[30] -1 117[15] -2 SUtility:294
229[10] -1 183[5] -1 332[4] -1 1674[5] -1 26[2] -1 146[2] -1 50[5] -1 290[2] -1 175[8] -1 147[4] -1 52[3] -1 329[4] -1 71[4] -1 30[2] -1 316[2] -1 401[18] -1 1422[5] -1 761[6] -1 18[8] -1 1270[1] -1 -2  SUtility:100
537967[14556] 826829[2720] 827009[1046] -1 -2  SUtility:18322
716997[15706] -1 -2  SUtility:15706
 11[4] -1 6[20] -1 7[35] -1 897[6] -1 -2  SUtility:65
819762[627] 826619[732] 827009[1046] -1 -2  SUtility:2405
600637[6264] -1 -2  SUtility:6264
838308[6806] -1 -2  SUtility:6806
851315[4186] -1 -2  SUtility:4186
832720[2092] -1 -2  SUtility:2092
853072[15603] -1 -2  SUtility:15603
685784[15603] -1 -2  SUtility:15603
684702[8794] -1 -2  SUtility:8794
 35153[6] -1 -2  SUtility:6
 11[10] -1 635[10] -1 6[50] -1 6534[30] -1 91[36] -1 3[1] -1 265[16] -1 51[6] -1 205[9] -1 2852[15] -1 3209[35] -1 -2  SUtility:218
 12719[36] -1 -2  SUtility:36
854300[732] 854547[1360] 854585[261] -1 -2  SUtility:2353
 10335[2] -1 10865[7] -1 12571[10] -1 32213[18] -1 -2  SUtility:37
853713[837] 854118[1360] -1 -2  SUtility:2197
690813[3141] -1 -2  SUtility:3141
687905[1465] -1 -2  SUtility:1465
 10331[21] -1 -2  SUtility:21
851155[3141] -1 -2  SUtility:3141
 33429[14] -1 -2  SUtility:14
573305[2617] 819599[784] -1 -2  SUtility:3401
 11[8] -1 6[30] -1 316[3] -1 -2  SUtility:41
853102[2720] 864880[1046] -1 -2  SUtility:3766
678376[1046] 851742[1360] 853128[1674] -1 -2  SUtility:4080
697302[2617] -1 -2  SUtility:2617
846427[554] 851135[1046] -1 -2  SUtility:1600
852978[2617] 853094[4188] -1 -2  SUtility:6805
837485[627] -1 837442[523] -1 -2  SUtility:1150
680371[8375] -1 -2  SUtility:8375
709645[1778] 819530[2302] -1 -2  SUtility:4080
640019[2092] -1 -2  SUtility:2092
854257[1046] 854313[2617] -1 -2  SUtility:3663
 12723[12] -1 -2  SUtility:12
820261[4397] -1 -2  SUtility:4397
644842[38642] -1 -2  SUtility:38642
 46281[3] -1 -2  SUtility:3
709634[889] 853282[4188] 853722[418] 853730[1570] -1 -2  SUtility:7065
 506[12] -1 6[30] -1 342[1] -1 3[7] -1 28[50] -1 5239[20] -1 7[45] -1 400[4] -1 5240[20] -1 32[6] -1 205[21] -1 1507[18] -1 -2  SUtility:234
587028[14656] 829317[4188] -1 587028[14656] 829317[4188] -1 -2  SUtility:37688
820201[3141] -1 -2  SUtility:3141
551911[10880] -1 -2  SUtility:10880
 10307[2] -1 -2  SUtility:2
512431[8375] -1 -2  SUtility:8375
684513[10471] -1 -2  SUtility:10471
512080[1360] 512122[1778] 512137[1778] -1 512080[1360] 512122[1778] 512137[1778] -1 -2  SUtility:9832
578298[2093] -1 -2  SUtility:2093
1[18] -1 6[6] -1 11[36] -1 16[40] -1 24[4] -1 29[32] -1 34[45] -1 36[6] -1 39[6] -1 45[21] -1 52[1] -1 56[18] -1 61[35] -1 66[25] -1 71[40] -1 79[25] -1 85[16] -1 86[4] -1 90[1] -1 95[28] -1 101[10] -1 111[6] -1 117[25] -2 SUtility:448
 47949[18] -1 47973[18] -1 -2  SUtility:36
829878[1778] 854230[5235] -1 -2  SUtility:7013
2[35] -1 3[3] -1 11[42] -1 16[20] -1 23[35] -1 28[14] -1 34[15] -1 36[18] -1 39[15] -1 43[35] -1 53[2] -1 56[48] -1 59[4] -1 63[6] -1 68[70] -1 78[16] -1 85[14] -1 86[7] -1 90[8] -1 93[14] -1 99[7] -1 111[5] -1 116[80] -2 SUtility:513
510445[8377] -1 -2  SUtility:8377
551566[88907] -1 -2  SUtility:88907
716671[449] 853715[177] 853992[1254] 854262[1674] 854510[1882] -1 -2  SUtility:5436
854358[1360] -1 -2  SUtility:1360
853252[4188] -1 -2  SUtility:4188
544936[25656] -1 -2  SUtility:25656
850942[1882] 850949[2720] 853338[5234] -1 -2  SUtility:9836
561775[627] 711267[1465] 716671[418] 835167[554] 837003[2617] 851080[627] 851287[418] -1 561775[627] 716671[418] 835167[554] 837003[2617] 851080[627] 851287[418] -1 711267[1465] -1 -2  SUtility:13452
827011[3141] -1 -2  SUtility:3141
716643[3664] 834890[2093] -1 -2  SUtility:5757
849807[3769] 854223[2512] -1 -2  SUtility:6281
 10877[18] -1 -2  SUtility:18
 12407[16] -1 12431[20] -1 35213[12] -1 -2  SUtility:48
821292[6270] -1 -2  SUtility:6270
 18723[3] -1 -2  SUtility:3
 34905[8] -1 -2  SUtility:8
 10311[9] -1 12831[30] -1 -2  SUtility:39
829317[4188] -1 -2  SUtility:4188
821388[1570] 829282[2511] -1 -2  SUtility:4081
850947[1046] 853420[2092] 853422[418] -1 -2  SUtility:3556
 12711[40] -1 35181[10] -1 47949[9] -1 47953[1] -1 47957[40] -1 -2  SUtility:100
678387[2302] 819393[1465] 851740[1360] 853130[1779] 853263[1151] -1 -2  SUtility:8057
712242[523] 854774[6282] -1 -2  SUtility:6805
716654[2303] -1 -2  SUtility:2303
718377[3141] -1 -2  SUtility:3141
